id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
bradlav01,"November 26, 1990","Tacoma, Washington",1.8,43.6,36.4,77.8,522.0,11.2,12.0,3.0,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010.0,6-2,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,4885609.0
bradlmi01,"April 18, 1979","Worcester, Massachusetts",0.5,47.7,14.3,51.1,173.0,11.3,2.8,3.4,2.0,47.9,"University of Kentucky, Villanova University",17th overall,1st round,Toronto Raptors,2001.0,6-10,"Burncoat in Worcester, Massachusetts",Michael Bradley,Power Forward and Center,Right,245lb,1032599.2
bradlsh01,"March 22, 1972","Landstuhl, Germany",0.7,45.7,10.3,71.6,832.0,16.0,8.1,6.3,40.7,45.7,Brigham Young University,2nd overall,1st round,Philadelphia 76ers,1993.0,7-6,"Emery County in Castle Dale, Utah",Shawn Bradley,Center,Right,235lb,4970000.0
brandel01,"March 11, 1979","Cortlandt Manor, New York",2.1,50.0,9.5,73.6,1058.0,20.5,15.9,8.5,109.6,50.1,Duke University,1st overall,1st round,Chicago Bulls,1999.0,6-8,"Peekskill in Peekskill, New York",Elton Brand,Power Forward and Center,Right,275lb,8906806.53
brandte01,"May 20, 1970","Portland, Oregon",6.1,44.8,35.5,87.3,724.0,19.7,13.8,3.0,65.9,47.1,University of Oregon,11th overall,1st round,Cleveland Cavaliers,1991.0,5-11,"Grant in Portland, Oregon",Terrell Brandon,Point Guard,Right,180lb,4583495.38
breweco01,"March 5, 1986","Portland, Tennessee",1.5,42.5,28.4,71.3,814.0,11.8,8.7,2.8,22.5,46.5,University of Florida,7th overall,1st round,Minnesota Timberwolves,2007.0,6-9,"Portland in Portland, Tennessee",Corey Brewer,Shooting Guard and Small Forward,Right,186lb,4200493.92
brewero02,"March 20, 1985","Portland, Oregon",1.6,49.0,25.4,67.5,502.0,14.4,7.8,2.8,30.4,50.5,University of Arkansas,14th overall,1st round,Utah Jazz,2006.0,6-7,"Fayetteville in Fayetteville, Arkansas",Ronnie Brewer,Shooting Guard and Small Forward,Right,220lb,2452281.12
brogdma01,"December 11, 1992","Atlanta, Georgia",3.6,48.4,40.8,89.5,187.0,15.7,12.8,3.5,13.4,54.8,University of Virginia,36th overall,2nd round,Milwaukee Bucks,2016.0,6-5,"Greater Atlanta Christian in Norcross, Georgia",Malcolm Brogdon,Shooting Guard and Point Guard,Right,229lb,1118805.5
brookaa01,"January 14, 1985","Seattle, Washington",3.0,41.3,37.0,83.7,645.0,13.3,9.7,1.7,19.2,48.8,University of Oregon,26th overall,1st round,Houston Rockets,2007.0,6-0,"Franklin in Seattle, Washington",Aaron Brooks,Point Guard,Right,161lb,1831293.91
brookma01,"January 26, 1989","Long Branch, New Jersey",1.4,44.7,34.5,75.1,200.0,13.9,8.0,2.1,3.3,48.7,Providence College,25th overall,1st round,Boston Celtics,2011.0,6-5,"Tucker in Stone Mountain, Georgia",MarShon Brooks,Shooting Guard,Right,200lb,961489.25
brownch01,"February 29, 1968","New York, New York",0.8,49.1,22.7,69.9,694.0,11.6,5.9,3.1,19.0,49.4,North Carolina State University,43rd overall,2nd round,Cleveland Cavaliers,1989.0,6-7,"North Brunswick in Leland, North Carolina",Chucky Brown,Power Forward and Small Forward,Right,214lb,495906.25
brownde01,"November 29, 1968","Jacksonville, Florida",3.7,43.6,35.7,82.5,608.0,14.6,11.1,2.6,33.4,48.8,Jacksonville University,19th overall,1st round,Boston Celtics,1990.0,6-1,"The Bolles School in Jacksonville, Florida",Dee Brown,Point Guard and Shooting Guard,Right,160lb,2194727.27
brownde04,"September 8, 1987","Oakland, California",0.7,51.5,31.7,63.7,171.0,13.8,5.2,2.4,4.5,52.5,Xavier University,40th overall,2nd round,Charlotte Bobcats,2009.0,6-7,"Chaminade Julienne in Dayton, Ohio",Derrick Brown,Small Forward,Left,225lb,691390.67
brownja02,"October 24, 1996","Marietta, Georgia",1.3,46.2,36.5,65.8,222.0,12.8,11.2,4.0,9.0,52.7,University of California,3rd overall,1st round,Boston Celtics,2016.0,6-7,"Wheeler in Marietta, Georgia",Jaylen Brown,Small Forward and Shooting Guard,Right,220lb,4849740.0
brownmi01,"July 19, 1963","Newark, New Jersey",0.7,45.5,12.5,69.0,626.0,9.7,5.0,4.4,15.9,45.5,George Washington University,69th overall,3rd round,Chicago Bulls,1985.0,6-9,"Clifford J. Scott in East Orange, New Jersey",Mike Brown,Center,Right,257lb,808750.0
brownpj01,"October 14, 1969","Detroit, Michigan",1.5,46.0,13.6,79.4,1089.0,14.1,9.1,7.7,89.8,46.1,Louisiana Tech University,29th overall,2nd round,New Jersey Nets,1992.0,6-11,"Winnfield in Winnfield, Louisiana",P.J. Brown,Center and Power Forward,Right,225lb,4967085.71
brownra02,"May 22, 1968","Chicago, Illinois",2.2,41.7,20.0,69.1,655.0,10.3,4.8,1.8,11.0,42.1,"University of Houston, New Mexico State University",31st overall,2nd round,Sacramento Kings,1991.0,6-2,"Collins in Chicago, Illinois",Randy Brown,Point Guard,Right,190lb,1263500.0
brownsh01,"November 29, 1985","Maywood, Illinois",1.1,42.0,33.2,80.7,408.0,12.4,7.6,1.9,9.2,46.8,Michigan State University,25th overall,1st round,Cleveland Cavaliers,2006.0,6-4,"Proviso East in Maywood, Illinois",Shannon Brown,Shooting Guard,Right,205lb,2189122.62
bryanma01,"April 25, 1965","Glen Ridge, New Jersey",0.6,50.0,8.3,69.7,797.0,10.9,5.4,3.8,26.1,50.0,Seton Hall University,21st overall,1st round,Portland Trail Blazers,1988.0,6-9,"Columbia in Maplewood, New Jersey",Mark Bryant,Power Forward and Center,Right,245lb,1253928.57
buckngr01,"September 16, 1976","Hopkinsville, Kentucky",1.3,45.0,33.4,75.7,570.0,10.7,5.0,2.8,20.9,49.8,Clemson University,53rd overall,2nd round,Dallas Mavericks,1998.0,6-4,"University Heights Academy in Hopkinsville, Kentucky",Greg Buckner,Shooting Guard and Small Forward,Right,210lb,1976898.4
budinch01,"May 22, 1988","Encinitas, California",1.2,43.0,35.2,79.7,407.0,13.0,7.9,3.0,13.9,50.4,University of Arizona,44th overall,2nd round,Detroit Pistons,2009.0,6-7,"La Costa Canyon in Carlsbad, California",Chase Budinger,Small Forward,Right,209lb,2279506.25
buechju01,"June 19, 1968","San Diego, California",0.8,43.3,36.6,63.3,720.0,11.2,3.3,1.8,16.5,49.2,University of Arizona,38th overall,2nd round,Seattle SuperSonics,1990.0,6-6,"Poway in Poway, California",Jud Buechler,Small Forward,Right,220lb,1223750.0
buforro01,"November 2, 1977","Milwaukee, Wisconsin",0.8,41.2,30.0,75.8,230.0,10.0,6.4,2.6,2.9,43.6,Creighton University,53rd overall,2nd round,Miami Heat,1999.0,6-5,"Vincent in Milwaukee, Wisconsin",Rodney Buford,Shooting Guard and Small Forward,Right,189lb,419519.0
bullore01,"March 16, 1991","Baltimore, Maryland",1.1,43.4,39.2,82.8,272.0,11.2,6.8,2.1,9.7,55.0,University of North Carolina,25th overall,1st round,Los Angeles Clippers,2013.0,6-7,"Kinston in Kinston, North Carolina",Reggie Bullock,Shooting Guard and Small Forward,Right,205lb,1671560.8
burketr01,"November 12, 1992","Columbus, Ohio",3.6,40.8,34.0,80.0,361.0,14.0,10.9,2.1,10.2,46.8,University of Michigan,9th overall,1st round,Minnesota Timberwolves,2013.0,6-1,"Northland in Columbus, Ohio",Trey Burke,Point Guard,Right,175lb,2363263.6
burksal01,"July 20, 1991","Grandview, Missouri",1.7,42.3,35.5,77.1,429.0,13.6,9.5,3.0,13.0,46.6,University of Colorado,12th overall,1st round,Utah Jazz,2011.0,6-6,"Grandview in Grandview, Missouri",Alec Burks,Shooting Guard,Right,214lb,5663097.29
burresc01,"January 12, 1971","New Haven, Connecticut",1.4,41.8,37.3,72.3,383.0,13.5,6.9,3.5,16.4,49.1,University of Connecticut,20th overall,1st round,Charlotte Hornets,1993.0,6-7,"Hamden in Hamden, Connecticut",Scott Burrell,Small Forward,Right,218lb,1028571.43
burtowi01,"May 26, 1968","Detroit, Michigan",1.2,42.4,34.5,78.6,316.0,12.7,10.3,2.9,9.1,45.2,University of Minnesota,9th overall,1st round,Miami Heat,1990.0,6-8,"Saint Martin De Porres in Detroit, Michigan",Willie Burton,Small Forward,Right,210lb,950785.71
butleca01,"March 13, 1980","Racine, Wisconsin",2.3,43.4,34.8,84.7,881.0,15.0,14.1,5.0,50.9,46.9,University of Connecticut,10th overall,1st round,Miami Heat,2002.0,6-7,"Maine Central Institute in Pittsfield, Maine",Caron Butler,Small Forward and Shooting Guard,Right,228lb,5259956.5
butleji01,"September 14, 1989","Houston, Texas",3.5,45.4,34.1,83.5,523.0,20.0,16.7,4.9,66.1,49.1,Marquette University,30th overall,1st round,Chicago Bulls,2011.0,6-8,"Tomball in Tomball, Texas",Jimmy Butler,Shooting Guard and Small Forward,Right,232lb,8193341.0
butlera01,"May 23, 1979","Philadelphia, Pennsylvania",0.8,40.3,36.2,74.7,809.0,10.6,7.5,2.4,20.8,48.3,La Salle University,53rd overall,2nd round,Miami Heat,2002.0,6-7,"Roman Catholic in Philadelphia, Pennsylvania",Rasual Butler,Shooting Guard and Small Forward,Right,215lb,1990005.75
caffeja01,"June 12, 1973","Mobile, Alabama",0.9,48.1,0.0,63.7,462.0,12.5,7.3,4.4,13.5,48.1,University of Alabama,20th overall,1st round,Chicago Bulls,1995.0,6-8,"Davidson in Mobile, Alabama",Jason Caffey,Power Forward,Right,255lb,3406856.8
caldwke01,"February 18, 1993","Thomaston, Georgia",1.6,41.2,34.5,79.9,470.0,12.1,11.9,3.3,23.8,49.3,University of Georgia,8th overall,1st round,Detroit Pistons,2013.0,6-5,"Greenville in Greenville, Georgia",Kentavious Caldwell-Pope,Shooting Guard,Right,205lb,5948306.6
cambyma01,"March 22, 1974","Hartford, Connecticut",1.9,46.6,20.5,67.0,973.0,17.8,9.5,9.8,81.6,46.8,University of Massachusetts Amherst,2nd overall,1st round,Toronto Raptors,1996.0,6-11,"Hartford Public in Hartford, Connecticut",Marcus Camby,Center and Power Forward,Right,220lb,6502227.45
campbel01,"July 23, 1968","Los Angeles, California",1.1,46.0,5.4,69.9,1044.0,15.9,10.3,5.9,62.8,46.0,Clemson University,27th overall,1st round,Los Angeles Lakers,1990.0,6-11,"Morningside in Inglewood, California",Elden Campbell,Power Forward and Center,Right,215lb,4611666.67
canaais01,"May 21, 1991","Biloxi, Mississippi",1.9,37.1,35.1,83.6,235.0,10.7,8.1,1.9,4.3,48.1,Murray State University,34th overall,2nd round,Houston Rockets,2013.0,6-0,"Biloxi in Biloxi, Mississippi",Isaiah Canaan,Shooting Guard and Point Guard,Right,201lb,671744.33
cardibr01,"May 2, 1977","Tolono, Illinois",1.0,40.8,37.2,86.1,456.0,12.7,4.6,2.3,15.4,48.2,Purdue University,44th overall,2nd round,Detroit Pistons,2000.0,6-8,"Unity in Tolonto, Illinois",Brian Cardinal,Power Forward and Small Forward,Right,245lb,3277882.92
carnero01,"April 15, 1984","Memphis, Tennessee",0.4,42.2,33.8,70.4,299.0,11.9,5.9,2.0,6.2,48.5,University of Memphis,16th overall,1st round,Chicago Bulls,2006.0,6-7,"Northwest in Indianapolis, Indiana",Rodney Carney,Shooting Guard and Small Forward,Right,205lb,1025056.83
carrch01,"March 12, 1974","Ironton, Missouri",1.0,41.6,33.8,80.7,297.0,11.9,6.7,2.2,3.9,46.2,Southern Illinois University,56th overall,2nd round,Phoenix Suns,1995.0,6-5,"Arcadia Valley in Ironton, Missouri",Chris Carr,Small Forward and Shooting Guard,Right,207lb,591428.57
carrode01,"July 27, 1986","Birmingham, Alabama",1.3,43.0,36.0,74.3,554.0,13.4,9.1,4.3,29.3,50.9,"Vanderbilt University, University of Missouri",27th overall,1st round,Memphis Grizzlies,2009.0,6-8,"John Carroll in Birmingham, Alabama",DeMarre Carroll,Small Forward and Power Forward,Right,215lb,5603199.22
cartevi01,"January 26, 1977","Daytona Beach, Florida",3.2,43.7,37.4,79.8,1481.0,18.8,17.2,4.4,125.5,49.0,University of North Carolina,5th overall,1st round,Golden State Warriors,1998.0,6-6,"Mainland in Daytona Beach, Florida",Vince Carter,Small Forward and Shooting Guard,Right,220lb,8663211.62
cartemi01,"October 10, 1991","Hamilton, Massachusetts",4.6,40.1,25.1,70.2,315.0,13.7,10.9,4.5,5.2,42.3,Syracuse University,11th overall,1st round,Philadelphia 76ers,2013.0,6-6,"St. Andrew's School in Barrington, Rhode Island",Michael Carter-Williams,Point Guard,Right,190lb,2556705.2
cassesa01,"November 18, 1969","Baltimore, Maryland",6.0,45.4,33.1,86.1,993.0,19.5,15.7,3.2,87.5,48.0,Florida State University,24th overall,1st round,Houston Rockets,1993.0,6-3,"Paul Laurence Dunbar in Baltimore, Maryland",Sam Cassell,Point Guard,Right,185lb,3651235.94
catlete01,"August 22, 1963","Houston, Mississippi",0.9,48.5,9.4,65.4,515.0,14.1,12.7,6.4,20.9,48.5,University of South Alabama,21st overall,1st round,Philadelphia 76ers,1985.0,6-8,"Houston in Houston, Mississippi",Terry Catledge,Power Forward,Right,220lb,866522.22
catoke01,"August 26, 1974","Atlanta, Georgia",0.5,50.7,7.7,64.4,541.0,14.4,5.5,5.3,28.6,50.7,"University of South Alabama, Iowa State University",15th overall,1st round,Dallas Mavericks,1997.0,6-11,"Lithonia in Decatur, Georgia",Kelvin Cato,Center and Power Forward,Right,255lb,4656846.5
caulewi01,"August 18, 1993","Spearville, Kansas",1.6,53.4,22.2,61.1,295.0,17.0,10.1,6.4,17.4,53.5,University of Kentucky,6th overall,1st round,Sacramento Kings,2015.0,7-0,"Olathe Northwest in Olathe, Kansas",Willie Cauley-Stein,Center,Right,240lb,3551200.0
causwdu01,"May 31, 1968","Queens Village, New York",0.4,50.7,28.6,61.8,541.0,11.7,4.9,4.2,15.8,50.8,Temple University,18th overall,1st round,Sacramento Kings,1990.0,7-0,"Benjamin Cardozo in Bayside, New York",Duane Causwell,Center,Right,240lb,1602917.45
cebalce01,"August 2, 1969","Maui, Hawaii",1.2,50.0,30.9,75.3,609.0,19.3,14.3,5.3,40.4,51.8,"California State University, Fullerton",48th overall,2nd round,Phoenix Suns,1990.0,6-6,"Dominguez in Compton, California",Cedric Ceballos,Small Forward,Right,190lb,1814772.73
chalmma01,"May 19, 1986","Anchorage, Alaska",3.7,41.7,35.1,79.3,646.0,12.7,8.9,2.5,32.3,49.8,University of Kansas,34th overall,2nd round,Minnesota Timberwolves,2008.0,6-2,"Bartlett in Anchorage, Alaska",Mario Chalmers,Point Guard,Right,190lb,2748255.11
chandwi01,"May 10, 1987","Benton Harbor, Michigan",1.8,44.4,34.3,76.8,641.0,13.0,12.9,5.3,28.3,50.2,DePaul University,23rd overall,1st round,New York Knicks,2007.0,6-9,"Benton Harbor in Benton Harbor, Michigan",Wilson Chandler,Shooting Guard and Small Forward and Power Forward,Right,225lb,5840038.7
chapmre01,"October 5, 1967","Bowling Green, Kentucky",2.7,43.0,35.0,80.0,666.0,13.9,14.6,2.5,24.7,47.7,University of Kentucky,8th overall,1st round,Charlotte Hornets,1988.0,6-4,"Apollo in Owensboro, Kentucky",Rex Chapman,Shooting Guard and Point Guard,Right,185lb,1860053.85
cheanca01,"July 17, 1971","Evansville, Indiana",1.7,46.6,29.8,69.1,825.0,11.0,9.5,3.2,23.1,48.0,Indiana University,6th overall,1st round,Washington Bullets,1993.0,6-7,"Harrison in Evansville, Indiana",Calbert Cheaney,Small Forward and Shooting Guard,Left,209lb,2310000.0
chilcpe01,"September 14, 1968","Sumter, South Carolina",0.8,44.1,38.1,69.6,584.0,11.9,4.3,3.3,10.6,48.1,University of North Carolina,27th overall,1st round,Sacramento Kings,1991.0,6-10,"Tuscaloosa Academy in Tuscaloosa, Alabama",Pete Chilcutt,Power Forward,Right,230lb,589033.33
childjo01,"June 20, 1983","Harbor City, California",1.6,52.2,32.9,77.9,391.0,15.6,9.1,4.7,25.7,54.2,Stanford University,6th overall,1st round,Atlanta Hawks,2004.0,6-8,"Mayfair in Lakewood, California",Josh Childress,Shooting Guard and Small Forward,Right,210lb,4317544.78
chrisma01,"July 2, 1997","Sacramento, California",0.8,42.9,29.6,62.8,197.0,11.4,7.6,4.5,2.3,48.5,University of Washington,8th overall,1st round,Sacramento Kings,2016.0,6-10,"Pleasant Grove in Elk Grove, California",Marquese Chriss,Power Forward,Right,240lb,3007620.0
chrisdo01,"May 9, 1970","Seattle, Washington",3.6,42.6,35.4,82.1,827.0,14.6,11.2,4.1,55.7,47.9,Pepperdine University,17th overall,1st round,Seattle SuperSonics,1992.0,6-6,"Rainier Beach in Seattle, Washington",Doug Christie,Shooting Guard and Small Forward,Right,200lb,3439429.2
clarkea01,"January 17, 1988","Plainfield, New Jersey",0.5,40.3,32.8,66.4,261.0,10.2,4.4,3.0,2.9,43.9,University of Louisville,14th overall,1st round,Phoenix Suns,2009.0,6-10,"Rahway in Rahway, New Jersey",Earl Clark,Power Forward and Small Forward,Right,225lb,1729598.67
clarkke01,"April 16, 1975","Danville, Illinois",0.9,50.0,5.3,64.5,353.0,15.4,8.2,5.9,18.2,50.0,"University of Nevada, Las Vegas",13th overall,1st round,Orlando Magic,1998.0,6-11,"Danville in Danville, Illinois",Keon Clark,Power Forward and Center,Left,220lb,2531093.83
clarkjo01,"June 7, 1992","Tampa, Florida",2.7,44.5,33.5,81.5,382.0,15.3,14.7,3.2,10.5,49.8,"University of Tulsa, University of Missouri",46th overall,2nd round,Washington Wizards,2014.0,6-5,"Wagner in San Antonio, Texas",Jordan Clarkson,Shooting Guard and Point Guard,Right,194lb,6353723.75
claxtsp01,"May 8, 1978","Queens, New York",4.3,40.9,19.3,76.2,334.0,14.5,9.3,2.5,14.2,41.7,Hofstra University,20th overall,1st round,Philadelphia 76ers,2000.0,5-11,"Christ the King in Middle Village, New York",Speedy Claxton,Point Guard,Right,166lb,3704660.0
cleavma01,"September 7, 1977","Flint, Michigan",1.9,38.9,26.7,72.8,167.0,8.5,3.6,1.0,-0.8,39.9,Michigan State University,14th overall,1st round,Detroit Pistons,2000.0,6-2,"Flint Northern in Flint, Michigan",Mateen Cleaves,Point Guard,Right,205lb,1016812.8
coleno01,"October 13, 1988","Dayton, Ohio",2.7,40.7,32.4,74.3,360.0,9.2,7.0,2.0,3.0,44.9,Cleveland State University,28th overall,1st round,Chicago Bulls,2011.0,6-2,"Paul Laurence Dunbar in Dayton, Ohio",Norris Cole,Point Guard,Right,175lb,1428467.33
colemde01,"June 21, 1967","Mobile, Alabama",2.5,44.7,29.5,76.9,781.0,18.0,16.5,9.3,64.3,46.2,Syracuse University,1st overall,1st round,New Jersey Nets,1990.0,6-10,"Detroit Northern in Detroit, Michigan",Derrick Coleman,Power Forward and Center,Left,230lb,5374517.65
colesbi01,"April 22, 1968","Covington, Virginia",3.9,42.5,26.7,81.1,852.0,12.1,7.8,2.1,27.4,44.7,Virginia Polytechnic Institute and State University,40th overall,2nd round,Sacramento Kings,1990.0,6-1,"Greenbriar East in Lewisburg, West Virginia",Bimbo Coles,Point Guard,Right,180lb,1348533.33
collija03,"December 2, 1978","Northridge, California",0.8,45.5,0.0,69.9,542.0,9.4,3.9,2.9,15.7,45.5,Stanford University,53rd overall,2nd round,Utah Jazz,2001.0,6-11,"Harvard-Westlake School in North Hollywood, California",Jarron Collins,Center,Right,255lb,1500817.1
collija04,"December 2, 1978","Northridge, California",0.9,41.1,20.6,64.7,735.0,7.0,3.6,3.7,20.1,41.2,Stanford University,18th overall,1st round,Houston Rockets,2001.0,7-0,"Harvard-Westlake School in North Hollywood, California",Jason Collins,Power Forward and Center,Right,255lb,2847377.5
collima01,"August 4, 1984","Philadelphia, Pennsylvania",1.7,38.0,29.9,59.9,189.0,7.9,3.9,1.8,-1.6,40.5,Temple University,29th overall,1st round,New York Knicks,2006.0,6-6,"Simon Gratz in Philadelphia, Pennsylvania",Mardy Collins,Shooting Guard and Point Guard and Small Forward,Right,220lb,1192425.5
collida01,"August 23, 1987","Rancho Cucamonga, California",5.0,47.1,39.4,85.3,708.0,16.2,12.5,2.7,49.9,51.7,"University of California, Los Angeles",21st overall,1st round,New Orleans Hornets,2009.0,6-0,"Etiwanda in Rancho Cucamonga, California",Darren Collison,Point Guard,Right,175lb,3704793.44
collini01,"October 26, 1980","Orange City, Iowa",1.0,53.4,20.8,72.3,910.0,13.2,5.9,5.2,44.5,53.6,University of Kansas,12th overall,1st round,Seattle SuperSonics,2003.0,6-10,"Iowa Falls in Iowa Falls, Iowa",Nick Collison,Power Forward and Center,Right,255lb,4021509.47
conlemi01,"October 11, 1987","Fayetteville, Arkansas",5.7,44.1,37.5,81.9,788.0,17.7,14.9,3.0,71.4,49.8,Ohio State University,4th overall,1st round,Memphis Grizzlies,2007.0,6-1,"Lawrence North in Indianapolis, Indiana",Mike Conley,Point Guard,Left,175lb,10115923.18
connapa01,"January 6, 1993","Arlington, Massachusetts",1.2,43.9,34.9,79.6,216.0,11.0,4.6,2.3,6.8,53.3,University of Notre Dame,41st overall,2nd round,Brooklyn Nets,2015.0,6-4,"St. John's Prep in Danvers, Massachusetts",Pat Connaughton,Shooting Guard,Right,209lb,957037.0
cookbr01,"December 4, 1980","Lincoln, Illinois",0.6,43.9,38.2,78.3,421.0,13.1,5.5,2.6,10.2,50.2,University of Illinois at Urbana-Champaign,24th overall,1st round,Los Angeles Lakers,2003.0,6-9,"Lincoln in Lincoln, Illinois",Brian Cook,Power Forward and Center,Right,234lb,1955569.33
cookda02,"April 28, 1987","Dayton, Ohio",0.7,36.9,35.9,81.3,328.0,9.1,6.4,2.1,4.9,47.6,Ohio State University,21st overall,1st round,Philadelphia 76ers,2007.0,6-5,"Paul Laurence Dunbar in Dayton, Ohio",Daequan Cook,Small Forward and Shooting Guard,Right,205lb,1858706.57
corbity01,"December 31, 1962","Columbia, South Carolina",1.8,45.6,29.9,79.1,1065.0,13.1,9.2,4.7,56.5,46.8,DePaul University,35th overall,2nd round,San Antonio Spurs,1985.0,6-6,"A.C. Flora in Columbia, South Carolina",Tyrone Corbin,Small Forward,Right,210lb,889064.29
