_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
bennema01,"August 1, 1973","Denton, Texas",0.4,53.4,33.3,51.1,68.0,18.2,4.0,2.7,1.9,53.6,Arizona State University,27th overall,1st round,Phoenix Suns,1995.0,6-6,"Denton in Denton, Texas",Mario Bennett,Power Forward and Small Forward,Right,235lb,484375.0
benneto01,"June 1, 1969","Green Bay, Wisconsin",2.0,41.2,33.5,73.2,152.0,9.5,3.5,1.0,1.6,46.4,University of Wisconsin-Green Bay,35th overall,2nd round,Charlotte Hornets,1992.0,6-0,"Preble in Green Bay, Wisconsin",Tony Bennett,Point Guard,Right,175lb,182000.0
bennewi01,"February 9, 1965","Louisville, Kentucky",0.9,42.5,0.0,69.4,136.0,8.4,4.8,3.0,1.7,42.5,University of Kentucky,64th overall,3rd round,Cleveland Cavaliers,1988.0,6-7,"Male in Louisville, Kentucky",Winston Bennett,Small Forward,Right,210lb,525000.0
berryri01,"October 6, 1964","Lansing, Michigan",1.3,45.0,40.6,78.9,64.0,13.1,11.0,3.1,2.4,50.7,"Oregon State University, San Jose State University",18th overall,1st round,Sacramento Kings,1988.0,6-8,"Live Oak in Morgan Hill, California",Ricky Berry,Shooting Guard,Right,205lb,300000.0
berrywa01,"May 14, 1964","New York, New York",1.4,53.9,20.0,63.8,205.0,16.6,14.1,4.7,8.2,54.0,St. John's University,14th overall,1st round,Portland Trail Blazers,1986.0,6-8,"Benjamin Franklin in New York, New York",Walter Berry,Power Forward and Small Forward,Left,215lb,300000.0
besttr01,"July 12, 1972","Springfield, Massachusetts",3.5,43.1,34.5,83.5,708.0,13.8,7.6,1.8,30.9,46.0,Georgia Institute of Technology,23rd overall,1st round,Indiana Pacers,1995.0,5-11,"Springfield Central in Springfield, Massachusetts",Travis Best,Point Guard,Left,182lb,1821167.9
beverpa01,"July 12, 1988","Chicago, Illinois",3.5,41.2,38.0,77.0,380.0,12.5,9.0,4.3,24.8,51.7,University of Arkansas,42nd overall,2nd round,Los Angeles Lakers,2009.0,6-1,"Marshall in Chicago, Illinois",Patrick Beverley,Point Guard and Shooting Guard,Right,185lb,3333167.67
bibbymi01,"May 13, 1978","Cherry Hill, New Jersey",5.5,43.6,37.9,80.2,1001.0,16.1,14.7,3.1,73.2,49.7,University of Arizona,2nd overall,1st round,Vancouver Grizzlies,1998.0,6-1,"Shadow Mountain in Phoenix, Arizona",Mike Bibby,Point Guard,Right,190lb,7649544.36
billuch01,"September 25, 1976","Denver, Colorado",5.4,41.5,38.7,89.4,1043.0,18.8,15.2,2.9,120.8,49.5,University of Colorado,3rd overall,1st round,Boston Celtics,1997.0,6-3,"George Washington in Denver, Colorado",Chauncey Billups,Point Guard and Shooting Guard,Right,202lb,5957095.56
blabuw01,"March 26, 1962","Munich, Germany",0.4,43.3,-,60.8,235.0,6.6,2.1,1.8,0.4,43.3,Indiana University,17th overall,1st round,Dallas Mavericks,1985.0,7-1,"Effingham in Effingham, Illinois",Uwe Blab,Center,Right,252lb,246666.67
blairde01,"April 22, 1989","Pittsburgh, Pennsylvania",0.8,52.4,0.0,60.8,424.0,16.5,6.8,5.1,19.0,52.4,University of Pittsburgh,37th overall,2nd round,San Antonio Spurs,2009.0,6-7,"Schenley in Pittsburgh, Pennsylvania",DeJuan Blair,Center and Power Forward,Right,270lb,1250843.86
blakest01,"February 26, 1980","Hollywood, Florida",4.0,40.1,38.3,77.9,870.0,11.1,6.5,2.1,29.1,50.1,University of Maryland,38th overall,2nd round,Washington Wizards,2003.0,6-3,"Oak Hill Academy in Mouth of Wilson, Virginia",Steve Blake,Point Guard,Right,172lb,2845726.31
blankla01,"September 9, 1966","Del Rio, Texas",0.8,43.6,25.3,66.7,142.0,8.8,2.0,0.8,0.7,47.2,"University of Virginia, University of Texas at Austin",26th overall,1st round,Detroit Pistons,1990.0,6-4,"McCullough in The Woodlands, Texas",Lance Blanks,Shooting Guard,Right,190lb,423333.33
blaylmo01,"March 20, 1967","Garland, Texas",6.7,40.9,33.6,73.6,889.0,16.8,13.5,4.1,71.8,46.5,"Midland College, University of Oklahoma",12th overall,1st round,New Jersey Nets,1989.0,6-0,"Garland in Garland, Texas",Mookie Blaylock,Point Guard,Right,180lb,2649166.67
bledser01,"December 9, 1989","Birmingham, Alabama",4.8,45.5,33.6,79.4,570.0,18.1,14.1,3.9,37.0,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010.0,6-1,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb,7647052.88
blounco01,"January 4, 1969","Monrovia, California",0.7,47.1,11.5,58.7,644.0,11.1,3.6,4.2,18.2,47.1,University of Cincinnati,25th overall,1st round,Chicago Bulls,1993.0,6-9,"Monrovia in Monrovia, California",Corie Blount,Power Forward and Center,Right,240lb,1203477.92
blounma01,"November 30, 1975","Dobbs Ferry, New York",0.8,50.4,35.9,72.3,605.0,12.5,8.2,4.6,18.8,50.8,University of Pittsburgh,54th overall,2nd round,Seattle SuperSonics,1997.0,7-0,"Oak Hill Academy in Mouth of Wilson, Virginia",Mark Blount,Center,Right,230lb,4464967.2
boganke01,"May 12, 1980","Alexandria, Virginia",1.3,39.4,35.3,71.6,671.0,9.6,6.3,2.7,20.4,48.9,University of Kentucky,43rd overall,2nd round,Milwaukee Bucks,2003.0,6-5,"DeMatha Catholic in Hyattsville, Maryland",Keith Bogans,Small Forward and Shooting Guard,Right,215lb,1740034.64
boguemu01,"January 9, 1965","Baltimore, Maryland",7.6,45.8,27.8,82.7,889.0,15.0,7.7,2.6,54.0,46.7,Wake Forest University,12th overall,1st round,Washington Bullets,1987.0,5-3,"Paul Laurence Dunbar in Baltimore, Maryland",Muggsy Bogues,Point Guard,Right,136lb,1151775.0
bogutan01,"November 28, 1984","Melbourne, Australia",2.2,53.5,12.0,55.7,706.0,16.4,9.6,8.7,50.6,53.5,University of Utah,1st overall,1st round,Milwaukee Bucks,2005.0,7-0,"Australian Institute of Sport in Melbourne, Australia",Andrew Bogut,Power Forward and Center,Right,260lb,8402832.64
bonnean01,"June 8, 1968","St. Louis, Missouri",1.4,46.8,12.5,59.0,318.0,11.5,6.9,5.4,10.8,46.9,Saint Louis University,23rd overall,1st round,Sacramento Kings,1990.0,6-8,"Vashon in St. Louis, Missouri",Anthony Bonner,Small Forward and Power Forward,Right,215lb,706500.0
bonnema01,"April 5, 1980","Concord, New Hampshire",0.7,46.4,41.4,78.0,792.0,13.6,5.8,3.0,38.5,57.0,University of Florida,45th overall,2nd round,Chicago Bulls,2003.0,6-10,"Concord in Concord, New Hampshire",Matt Bonner,Power Forward and Center,Right,235lb,2510694.5
bookede01,"October 30, 1996","Grand Rapids, Michigan",4.2,43.7,35.4,85.4,272.0,16.1,21.4,3.5,9.8,49.4,University of Kentucky,13th overall,1st round,Phoenix Suns,2015.0,6-6,"Moss Point in Moss Point, Mississippi",Devin Booker,Shooting Guard,Right,210lb,2223600.0
booketr01,"November 25, 1987","Newberry, South Carolina",1.1,51.5,30.5,63.6,532.0,15.0,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010.0,6-8,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb,3813121.78
boonejo01,"November 21, 1984","Mount Airy, Maryland",0.5,54.4,-,44.5,256.0,14.2,5.2,4.9,9.1,54.4,University of Connecticut,23rd overall,1st round,New Jersey Nets,2006.0,6-10,"West Nottingham Academy in Colora, Maryland",Josh Boone,Center and Power Forward,Right,237lb,1364022.0
boothca01,"May 7, 1976","Reynoldsburg, Ohio",0.4,45.1,22.2,74.8,366.0,12.4,3.3,2.8,8.0,45.2,Pennsylvania State University,35th overall,2nd round,Washington Wizards,1999.0,6-11,"Groveport Madison in Reynoldsburg, Ohio",Calvin Booth,Center,Left,230lb,3242633.92
boozeca01,"November 20, 1981","Aschaffenburg, Germany",2.2,52.1,7.1,72.2,861.0,19.5,16.2,9.5,80.3,52.1,Duke University,35th overall,2nd round,Cleveland Cavaliers,2002.0,6-9,"Juneau-Douglas in Juneau, Alaska",Carlos Boozer,Center and Power Forward,Right,258lb,10436409.71
borchcu01,"September 13, 1980","Buffalo, New York",0.8,42.1,0.0,74.2,83.0,9.0,3.1,3.3,1.0,42.1,Stanford University,18th overall,1st round,Orlando Magic,2002.0,7-0,"Eastlake in Redmond, Washington",Curtis Borchardt,Center,Right,240lb,1387958.25
boshch01,"March 24, 1984","Dallas, Texas",2.0,49.4,33.5,79.9,893.0,20.6,19.2,8.5,106.0,50.6,Georgia Institute of Technology,4th overall,1st round,Toronto Raptors,2003.0,6-11,"Lincoln in Dallas, Texas",Chris Bosh,Power Forward and Center,Left,235lb,14351488.87
bowdlca01,"March 31, 1977","Sharps, Virginia",0.2,40.4,18.2,76.8,142.0,11.3,3.0,1.9,1.8,40.7,Old Dominion University,17th overall,1st round,Atlanta Hawks,1999.0,6-10,"Rappahannock in Warsaw, Virginia",Cal Bowdler,Small Forward and Power Forward,Right,245lb,1102800.0
bowenry01,"November 20, 1975","Fort Madison, Iowa",0.5,45.6,20.6,69.3,507.0,10.5,2.6,2.1,12.4,46.2,University of Iowa,55th overall,2nd round,Denver Nuggets,1998.0,6-7,"Fort Madison in Fort Madison, Iowa",Ryan Bowen,Small Forward and Power Forward and Shooting Guard,Right,215lb,808700.64
bowiean01,"November 9, 1963","Tulsa, Oklahoma",1.8,47.5,31.8,82.4,461.0,11.7,6.4,2.2,12.3,48.7,University of Oklahoma,66th overall,3rd round,Houston Rockets,1986.0,6-6,"East Central in Tulsa, Oklahoma",Anthony Bowie,Shooting Guard,Right,190lb,767500.0
bradlav01,"November 26, 1990","Tacoma, Washington",1.8,43.6,36.4,77.8,522.0,11.2,12.0,3.0,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010.0,6-2,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb,4885609.0
bradlmi01,"April 18, 1979","Worcester, Massachusetts",0.5,47.7,14.3,51.1,173.0,11.3,2.8,3.4,2.0,47.9,"University of Kentucky, Villanova University",17th overall,1st round,Toronto Raptors,2001.0,6-10,"Burncoat in Worcester, Massachusetts",Michael Bradley,Power Forward and Center,Right,245lb,1032599.2
bradlsh01,"March 22, 1972","Landstuhl, Germany",0.7,45.7,10.3,71.6,832.0,16.0,8.1,6.3,40.7,45.7,Brigham Young University,2nd overall,1st round,Philadelphia 76ers,1993.0,7-6,"Emery County in Castle Dale, Utah",Shawn Bradley,Center,Right,235lb,4970000.0
brancad01,"November 17, 1963","Washington, District of Columbia",0.7,45.5,23.1,74.4,130.0,15.1,6.4,1.9,2.1,46.1,University of Maryland,46th overall,2nd round,Chicago Bulls,1985.0,6-7,"DeMatha Catholic in Hyattsville, Maryland",Adrian Branch,Small Forward,Right,185lb,150000.0
brandel01,"March 11, 1979","Cortlandt Manor, New York",2.1,50.0,9.5,73.6,1058.0,20.5,15.9,8.5,109.6,50.1,Duke University,1st overall,1st round,Chicago Bulls,1999.0,6-8,"Peekskill in Peekskill, New York",Elton Brand,Power Forward and Center,Right,275lb,8906806.53
brandte01,"May 20, 1970","Portland, Oregon",6.1,44.8,35.5,87.3,724.0,19.7,13.8,3.0,65.9,47.1,University of Oregon,11th overall,1st round,Cleveland Cavaliers,1991.0,5-11,"Grant in Portland, Oregon",Terrell Brandon,Point Guard,Right,180lb,4583495.38
breweco01,"March 5, 1986","Portland, Tennessee",1.5,42.5,28.4,71.3,814.0,11.8,8.7,2.8,22.5,46.5,University of Florida,7th overall,1st round,Minnesota Timberwolves,2007.0,6-9,"Portland in Portland, Tennessee",Corey Brewer,Shooting Guard and Small Forward,Right,186lb,4200493.92
breweja01,"November 19, 1980","East Point, Georgia",1.0,37.2,25.0,39.3,54.0,7.0,1.6,0.9,0.0,41.5,Auburn University,41st overall,2nd round,Indiana Pacers,2001.0,6-4,"Newport School in Silver Spring, Maryland",Jamison Brewer,Shooting Guard and Point Guard,Right,184lb,550994.25
brewero02,"March 20, 1985","Portland, Oregon",1.6,49.0,25.4,67.5,502.0,14.4,7.8,2.8,30.4,50.5,University of Arkansas,14th overall,1st round,Utah Jazz,2006.0,6-7,"Fayetteville in Fayetteville, Arkansas",Ronnie Brewer,Shooting Guard and Small Forward,Right,220lb,2452281.12
bridgmi01,"August 30, 1996","Philadelphia, Pennsylvania",2.1,43.0,33.5,80.5,82.0,10.8,8.3,3.2,2.9,52.3,Villanova University,10th overall,1st round,Philadelphia 76ers,2018.0,6-7,"Great Valley HS in Malvern, Pennsylvania",Mikal Bridges,Small Forward,Right,210lb,NA
bridgmi02,"March 21, 1998","Flint, Michigan",1.2,46.4,32.5,75.3,80.0,13.1,7.5,4.0,2.9,52.7,Michigan State University,12th overall,1st round,Los Angeles Clippers,2018.0,6-7,"Huntington Prep in Huntington, West Virginia",Miles Bridges,Small Forward,Left,225lb,NA
brockjo01,"March 20, 1987","Snohomish, Washington",0.3,48.8,0.0,61.8,150.0,10.3,2.1,3.1,3.7,48.8,University of Washington,38th overall,2nd round,Portland Trail Blazers,2009.0,6-7,"Snohomish in Snohomish, Washington",Jon Brockman,Center and Power Forward,Right,255lb,864397.0
brogdma01,"December 11, 1992","Atlanta, Georgia",3.6,48.4,40.8,89.5,187.0,15.7,12.8,3.5,13.4,54.8,University of Virginia,36th overall,2nd round,Milwaukee Bucks,2016.0,6-5,"Greater Atlanta Christian in Norcross, Georgia",Malcolm Brogdon,Shooting Guard and Point Guard,Right,229lb,1118805.5
brookaa01,"January 14, 1985","Seattle, Washington",3.0,41.3,37.0,83.7,645.0,13.3,9.7,1.7,19.2,48.8,University of Oregon,26th overall,1st round,Houston Rockets,2007.0,6-0,"Franklin in Seattle, Washington",Aaron Brooks,Point Guard,Right,161lb,1831293.91
brookdi01,"January 22, 1996","Mississauga, Canada",1.5,43.5,35.9,74.5,100.0,9.6,10.3,2.9,1.2,49.6,University of Oregon,45th overall,2nd round,Houston Rockets,2017.0,6-6,"Findlay Prep in Henderson, Nevada",Dillon Brooks,Small Forward,Right,220lb,815615.0
brookke01,"October 12, 1969","Beaufort, South Carolina",0.4,40.1,20.0,85.9,126.0,8.3,3.3,1.1,-0.1,41.5,University of Louisiana at Lafayette,18th overall,1st round,Milwaukee Bucks,1991.0,6-6,"White Castle in White Castle, Louisiana",Kevin Brooks,Small Forward,Right,200lb,750000.0
brookma01,"January 26, 1989","Long Branch, New Jersey",1.4,44.7,34.5,75.1,200.0,13.9,8.0,2.1,3.3,48.7,Providence College,25th overall,1st round,Boston Celtics,2011.0,6-5,"Tucker in Stone Mountain, Georgia",MarShon Brooks,Shooting Guard,Right,200lb,961489.25
brownbr01,"August 15, 1996","Boston, Massachusetts",1.2,39.8,25.8,75.0,74.0,6.9,4.3,2.5,1.5,43.6,University of Miami,42nd overall,2nd round,Detroit Pistons,2018.0,6-5,"Vermont Academy in Saxtons River, Vermont",Bruce Brown,Shooting Guard,Right,202lb,NA
brownch01,"February 29, 1968","New York, New York",0.8,49.1,22.7,69.9,694.0,11.6,5.9,3.1,19.0,49.4,North Carolina State University,43rd overall,2nd round,Cleveland Cavaliers,1989.0,6-7,"North Brunswick in Leland, North Carolina",Chucky Brown,Power Forward and Small Forward,Right,214lb,495906.25
brownde01,"November 29, 1968","Jacksonville, Florida",3.7,43.6,35.7,82.5,608.0,14.6,11.1,2.6,33.4,48.8,Jacksonville University,19th overall,1st round,Boston Celtics,1990.0,6-1,"The Bolles School in Jacksonville, Florida",Dee Brown,Point Guard and Shooting Guard,Right,160lb,2194727.27
brownde03,"August 17, 1984","Jackson, Mississippi",1.8,34.0,25.0,64.3,68.0,7.9,2.1,1.0,0.1,38.4,University of Illinois at Urbana-Champaign,46th overall,2nd round,Utah Jazz,2006.0,6-0,"Proviso East in Maywood, Illinois",Dee Brown,Point Guard,Right,185lb,906287.44
brownde04,"September 8, 1987","Oakland, California",0.7,51.5,31.7,63.7,171.0,13.8,5.2,2.4,4.5,52.5,Xavier University,40th overall,2nd round,Charlotte Bobcats,2009.0,6-7,"Chaminade Julienne in Dayton, Ohio",Derrick Brown,Small Forward,Left,225lb,217095.0
brownja02,"October 24, 1996","Marietta, Georgia",1.3,46.2,36.5,65.8,222.0,12.8,11.2,4.0,9.0,52.7,University of California,3rd overall,1st round,Boston Celtics,2016.0,6-7,"Wheeler in Marietta, Georgia",Jaylen Brown,Small Forward and Shooting Guard,Right,220lb,4849740.0
brownke01,"March 18, 1981","Zachary, Louisiana",0.7,40.5,27.4,64.0,143.0,11.0,3.6,2.4,3.0,45.1,Okaloosa-Walton Community College,11th overall,1st round,Boston Celtics,2001.0,6-7,"Zachary in Zachary, Louisiana",Kedrick Brown,Small Forward,Right,222lb,1815377.0
brownlo01,"August 26, 1990","Roswell, Georgia",1.8,36.4,17.0,70.7,103.0,9.0,2.8,1.5,-0.2,39.1,North Carolina State University,52nd overall,2nd round,Minnesota Timberwolves,2013.0,6-5,"Hargrave in Chatham, Virginia",Lorenzo Brown,Point Guard,Right,189lb,NA
brownma02,"January 29, 1992","Pineville, Louisiana",1.2,38.0,29.5,78.1,113.0,10.1,5.2,2.1,1.1,43.2,Oklahoma State University,44th overall,2nd round,Minnesota Timberwolves,2014.0,6-3,"Peabody Magnet in Alexandria, Louisiana",Markel Brown,Shooting Guard,Right,190lb,NA
brownmi01,"July 19, 1963","Newark, New Jersey",0.7,45.5,12.5,69.0,626.0,9.7,5.0,4.4,15.9,45.5,George Washington University,69th overall,3rd round,Chicago Bulls,1985.0,6-9,"Clifford J. Scott in East Orange, New Jersey",Mike Brown,Center,Right,257lb,808750.0
brownpj01,"October 14, 1969","Detroit, Michigan",1.5,46.0,13.6,79.4,1089.0,14.1,9.1,7.7,89.8,46.1,Louisiana Tech University,29th overall,2nd round,New Jersey Nets,1992.0,6-11,"Winnfield in Winnfield, Louisiana",P.J. Brown,Center and Power Forward,Right,225lb,4967085.71
brownra02,"May 22, 1968","Chicago, Illinois",2.2,41.7,20.0,69.1,655.0,10.3,4.8,1.8,11.0,42.1,"University of Houston, New Mexico State University",31st overall,2nd round,Sacramento Kings,1991.0,6-2,"Collins in Chicago, Illinois",Randy Brown,Point Guard,Right,190lb,1263500.0
brownsh01,"November 29, 1985","Maywood, Illinois",1.1,42.0,33.2,80.7,408.0,12.4,7.6,1.9,9.2,46.8,Michigan State University,25th overall,1st round,Cleveland Cavaliers,2006.0,6-4,"Proviso East in Maywood, Illinois",Shannon Brown,Shooting Guard,Right,205lb,2189122.62
brownst02,"February 10, 1995","Maywood, Illinois",1.0,43.9,35.7,75.8,112.0,10.1,5.3,2.9,2.8,52.1,Southern Methodist University,46th overall,2nd round,Philadelphia 76ers,2017.0,6-6,"Proviso East in Maywood, Illinois",Sterling Brown,Shooting Guard,Right,232lb,815615.0
browntr01,"July 28, 1999","Las Vegas, Nevada",1.5,41.5,31.9,68.1,52.0,11.1,4.8,2.8,0.6,46.2,University of Oregon,15th overall,1st round,Washington Wizards,2018.0,6-7,"Centennial HS in Las Vegas, Nevada",Troy Brown Jr.,Small Forward,Right,215lb,NA
brunsja01,"August 31, 1996","New Brunswick, New Jersey",3.2,46.7,34.8,72.5,73.0,12.8,9.3,2.3,2.6,52.3,Villanova University,33rd overall,2nd round,Dallas Mavericks,2018.0,6-3,"Adlai Stevenson HS in Lincolnshire, Illinois",Jalen Brunson,Point Guard,Left,190lb,NA
bryanma01,"April 25, 1965","Glen Ridge, New Jersey",0.6,50.0,8.3,69.7,797.0,10.9,5.4,3.8,26.1,50.0,Seton Hall University,21st overall,1st round,Portland Trail Blazers,1988.0,6-9,"Columbia in Maplewood, New Jersey",Mark Bryant,Power Forward and Center,Right,245lb,1253928.57
bryanth01,"July 31, 1997","Rochester, New York",1.1,60.6,31.2,76.7,87.0,20.5,9.0,5.4,5.6,63.9,Indiana University,42nd overall,2nd round,Utah Jazz,2017.0,6-11,"Huntington Prep in Huntington, West Virginia",Thomas Bryant,Center,Right,248lb,815615.0
buckngr01,"September 16, 1976","Hopkinsville, Kentucky",1.3,45.0,33.4,75.7,570.0,10.7,5.0,2.8,20.9,49.8,Clemson University,53rd overall,2nd round,Dallas Mavericks,1998.0,6-4,"University Heights Academy in Hopkinsville, Kentucky",Greg Buckner,Shooting Guard and Small Forward,Right,210lb,1976898.4
budinch01,"May 22, 1988","Encinitas, California",1.2,43.0,35.2,79.7,407.0,13.0,7.9,3.0,13.9,50.4,University of Arizona,44th overall,2nd round,Detroit Pistons,2009.0,6-7,"La Costa Canyon in Carlsbad, California",Chase Budinger,Small Forward,Right,209lb,2279506.25
buechju01,"June 19, 1968","San Diego, California",0.8,43.3,36.6,63.3,720.0,11.2,3.3,1.8,16.5,49.2,University of Arizona,38th overall,2nd round,Seattle SuperSonics,1990.0,6-6,"Poway in Poway, California",Jud Buechler,Small Forward,Right,220lb,1223750.0
buforro01,"November 2, 1977","Milwaukee, Wisconsin",0.8,41.2,30.0,75.8,230.0,10.0,6.4,2.6,2.9,43.6,Creighton University,53rd overall,2nd round,Miami Heat,1999.0,6-5,"Vincent in Milwaukee, Wisconsin",Rodney Buford,Shooting Guard and Small Forward,Right,189lb,419519.0
bullore01,"March 16, 1991","Baltimore, Maryland",1.1,43.4,39.2,82.8,272.0,11.2,6.8,2.1,9.7,55.0,University of North Carolina,25th overall,1st round,Los Angeles Clippers,2013.0,6-7,"Kinston in Kinston, North Carolina",Reggie Bullock,Shooting Guard and Small Forward,Right,205lb,1671560.8
burketr01,"November 12, 1992","Columbus, Ohio",3.6,40.8,34.0,80.0,361.0,14.0,10.9,2.1,10.2,46.8,University of Michigan,9th overall,1st round,Minnesota Timberwolves,2013.0,6-1,"Northland in Columbus, Ohio",Trey Burke,Point Guard,Right,175lb,2363263.6
burksal01,"July 20, 1991","Grandview, Missouri",1.7,42.3,35.5,77.1,429.0,13.6,9.5,3.0,13.0,46.6,University of Colorado,12th overall,1st round,Utah Jazz,2011.0,6-6,"Grandview in Grandview, Missouri",Alec Burks,Shooting Guard,Right,214lb,5663097.29
